,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
732,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Savchuk O.,Shvedova Y.,136.0,77.0,232.5,375.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.72,2,1.69,2.1,1.72,2.05,,,1.84,1.92,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-29,6,201456,,Q,Savchuk O.,R,175.0,UKR,19.6851471595,136.0,232.0,201468,,,Shvedova Y.,R,180.0,KAZ,19.7070499658,77.0,375.0,7-5 7-5,3,R128,,1.0,6.0,65.0,34.0,22.0,15.0,,1.0,5.0,4.0,3.0,79.0,53.0,28.0,12.0,,4.0,10.0
733,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Petkovic A.,Gajdosova J.,150.0,86.0,205.75,341.75,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,1.72,2.05,1.87,1.87,1.92,1.99,,,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-29,22,201492,,Q,Petkovic A.,R,180.0,GER,19.7152635181,150.0,205.0,201457,,,Gajdosova J.,R,174.0,AUS,20.0876112252,86.0,341.0,4-6 6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,
734,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Peer S.,Kanepi K.,17.0,55.0,1388.0,468.75,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9,1.08,7.0,1.1,6.25,1.088,10.4,1.1,6.75,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,41,201424,15.0,,Peer S.,R,170.0,ISR,20.0739219713,17.0,1388.0,201466,,,Kanepi K.,R,181.0,EST,21.9630390144,55.0,468.0,6-1 6-3,3,R128,,,,,,,,,,,,,,,,,,,
735,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Dushevina V.,Pin C.,81.0,75.0,368.75,386.25,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.39,2.75,1.5,2.5,1.45,2.65,1.493,2.83,1.48,2.58,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,43,201371,,,Dushevina V.,R,180.0,RUS,20.6406570842,81.0,368.0,201301,,,Pin C.,U,162.0,FRA,25.7549623546,75.0,386.0,6-4 6-4,3,R128,,3.0,2.0,67.0,47.0,30.0,10.0,,4.0,6.0,0.0,0.0,66.0,50.0,27.0,9.0,,6.0,10.0
736,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Srebotnik K.,Rodionova A.,20.0,66.0,1000.0,417.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.15,5.0,1.2,4.2,1.204,5.39,1.23,4.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,44,200011,17.0,,Srebotnik K.,R,180.0,SLO,26.2094455852,20.0,1000.0,201370,,,Rodionova A.,R,167.0,AUS,25.0431211499,66.0,417.0,6-1 6-3,3,R128,,3.0,1.0,49.0,33.0,20.0,7.0,,2.0,5.0,0.0,1.0,45.0,30.0,10.0,5.0,,2.0,9.0
737,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Sharapova M.,Loit E.,2.0,41.0,3453.0,548.5,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,1.13,5.48,1.177,6.15,1.14,5.3,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,64,201345,2.0,,Sharapova M.,R,,RUS,20.1067761807,2.0,3453.0,200104,,,Loit E.,L,,FRA,27.9671457906,41.0,548.0,6-3 7-6(4),3,R128,,,,,,,,,,,,,,,,,,,
738,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Dechy N.,Wozniacki C.,46.0,106.0,526.0,293.5,6.0,2.0,6.0,7.0,6.0,0.0,2.0,1.0,Completed,1.44,2.62,1.48,2.55,1.5,2.5,1.515,2.79,1.44,2.7,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,50,200109,,,Dechy N.,R,177.0,FRA,28.2628336756,46.0,526.0,201496,,,Wozniacki C.,R,177.0,DEN,16.8788501027,106.0,293.0,6-2 6-7(3) 6-0,3,R128,,2.0,1.0,93.0,73.0,45.0,13.0,,6.0,9.0,2.0,5.0,91.0,55.0,30.0,14.0,,11.0,19.0
739,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Kuznetsova S.,Bychkova E.,3.0,79.0,3032.0,372.25,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.02,12,1.05,9.0,1.04,9.25,1.035,22.0,1.03,12.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,48,201320,3.0,,Kuznetsova S.,R,174.0,RUS,21.916495551,3.0,3032.0,201438,,,Bychkova E.,U,171.0,RUS,21.9767282683,79.0,372.0,6-0 6-3,3,R128,,5.0,2.0,41.0,25.0,21.0,11.0,,0.0,0.0,3.0,1.0,52.0,30.0,17.0,8.0,,4.0,8.0
740,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Sugiyama A.,Birnerova E.,26.0,83.0,847.0,353.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.19,4.33,1.24,3.8,1.22,4.0,1.22,5.15,1.19,4.5,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,53,200085,21.0,,Sugiyama A.,R,163.0,JPN,31.8959616701,26.0,847.0,201356,,,Birnerova E.,R,,CZE,22.7843942505,83.0,353.0,6-3 6-4,3,R128,,2.0,8.0,77.0,48.0,35.0,9.0,,7.0,10.0,0.0,3.0,50.0,31.0,15.0,8.0,,2.0,7.0
741,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Ivanovic A.,Arvidsson S.,7.0,121.0,1906.0,262.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.03,11,1.05,9.0,1.05,8.5,1.042,19.53,1.04,11.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,33,201421,7.0,,Ivanovic A.,R,183.0,SRB,19.5564681725,7.0,1906.0,201387,,LL,Arvidsson S.,R,176.0,SWE,23.2772073922,121.0,262.0,6-2 6-0,3,R128,,3.0,4.0,39.0,22.0,16.0,11.0,,0.0,1.0,1.0,4.0,53.0,34.0,12.0,9.0,,9.0,15.0
742,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Szavay A.,Kremer A.,102.0,111.0,307.25,280.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.33,3.15,1.26,3.6,1.331,3.72,1.32,3.25,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,55,201497,,Q,Szavay A.,R,168.0,HUN,18.4093086927,102.0,307.0,200124,,,Kremer A.,R,,LUX,31.6112251882,111.0,280.0,7-5 6-2,3,R128,,2.0,2.0,58.0,36.0,22.0,14.0,,1.0,4.0,2.0,4.0,71.0,46.0,24.0,11.0,,5.0,11.0
743,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Knapp K.,Azarenka V.,85.0,48.0,347.25,508.5,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,4.0,1.22,4.5,1.18,3.75,1.25,5.05,1.225,4.35,1.2,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,59,201498,,,Knapp K.,R,180.0,ITA,19.9151266256,85.0,347.0,201458,,,Azarenka V.,R,180.0,BLR,17.8234086242,48.0,508.0,6-1 6-1,3,R128,,3.0,6.0,44.0,23.0,18.0,10.0,,3.0,4.0,0.0,0.0,37.0,27.0,10.0,3.0,,2.0,8.0
744,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Craybas J.,Dominguez Lino L.,73.0,59.0,390.5,447.0,6.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,3.25,1.33,2.9,1.38,3.05,1.35,3.2,1.417,3.2,1.33,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,63,200754,,,Craybas J.,R,160.0,USA,32.8980150582,73.0,390.0,201452,,,Dominguez Lino L.,R,163.0,ESP,26.1574264203,59.0,447.0,6-1 2-6 6-4,3,R128,,,,,,,,,,,,,,,,,,,
745,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Lepchenko V.,23.0,97.0,880.0,321.0,6.0,1.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.05,9,1.1,6.3,1.08,6.91,1.093,9.8,1.06,8.5,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,37,201286,24.0,,Medina Garrigues A.,R,169.0,ESP,24.8240930869,23.0,880.0,201478,,,Lepchenko V.,L,180.0,USA,21.0184804928,97.0,321.0,6-1 2-6 6-2,3,R128,,0.0,0.0,72.0,54.0,35.0,8.0,,5.0,8.0,1.0,2.0,94.0,73.0,41.0,8.0,,9.0,14.0
746,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko A.,Benesova I.,24.0,82.0,874.5,362.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6,1.13,5.4,1.15,5.0,1.141,7.38,1.13,5.6,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,60,201416,22.0,,Bondarenko A.,R,168.0,UKR,22.7871321013,24.0,874.0,201331,,,Benesova I.,L,170.0,CZE,24.3175906913,82.0,362.0,6-0 6-1,3,R128,,,,,,,,,,,,,,,,,,,
747,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Shaughnessy M.,Myskina A.,61.0,51.0,434.0,481.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.5,2.5,1.592,2.59,1.47,2.6,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,47,200046,,,Shaughnessy M.,R,,USA,28.1232032854,61.0,434.0,200772,,,Myskina A.,R,174.0,RUS,25.8863791923,51.0,481.0,6-1 6-0,3,R128,,3.0,0.0,40.0,20.0,16.0,14.0,,2.0,2.0,0.0,3.0,40.0,24.0,11.0,4.0,,3.0,8.0
748,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Chakvetadze A.,Molik A.,9.0,58.0,1866.0,452.75,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.3,1.08,6.91,1.1,9.0,1.1,6.75,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,56,201403,9.0,,Chakvetadze A.,R,170.0,RUS,20.2299794661,9.0,1866.0,200008,,,Molik A.,R,182.0,AUS,26.3299110198,58.0,452.0,6-2 6-3,3,R128,,4.0,1.0,47.0,33.0,26.0,6.0,,2.0,3.0,3.0,1.0,58.0,38.0,21.0,7.0,,5.0,10.0
749,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Poutchek T.,Fedossova Y.,101.0,115.0,307.5,271.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.75,2.0,1.8,1.95,1.885,2.03,1.82,1.94,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,35,201284,,,Poutchek T.,R,,BLR,28.3805612594,101.0,307.0,201430,,WC,Fedossova Y.,R,,FRA,18.9048596851,115.0,271.0,6-3 6-2,3,R128,,2.0,2.0,50.0,33.0,26.0,9.0,,3.0,4.0,2.0,1.0,47.0,31.0,18.0,5.0,,1.0,5.0
750,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Safarova L.,Beygelzimer Y.,29.0,120.0,791.0,263.25,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10,1.08,7.0,1.06,7.91,1.077,11.5,1.06,8.5,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,52,201425,25.0,,Safarova L.,L,177.0,CZE,20.3093771389,29.0,791.0,201377,,,Beygelzimer Y.,R,174.0,UKR,23.6030116359,120.0,263.0,6-4 6-3,3,R128,,2.0,6.0,67.0,33.0,23.0,17.0,,7.0,9.0,0.0,2.0,74.0,57.0,30.0,6.0,,6.0,11.0
751,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Hantuchova D.,Kostanic Tosic J.,13.0,76.0,1769.0,375.25,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.13,5.4,1.12,5.65,,,1.16,4.95,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,40,201290,12.0,,Hantuchova D.,R,181.0,SVK,24.0958247775,13.0,1769.0,200056,,,Kostanic Tosic J.,L,168.0,CRO,25.8918548939,76.0,375.0,6-3 6-1,3,R128,,3.0,2.0,46.0,35.0,28.0,4.0,,3.0,4.0,0.0,1.0,55.0,39.0,22.0,5.0,,5.0,10.0
752,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Schnyder P.,Sucha M.,15.0,133.0,1525.0,239.5,2.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.03,11,1.06,8.0,1.04,9.25,1.045,18.0,1.06,8.5,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,57,200067,14.0,,Schnyder P.,L,168.0,SUI,28.4517453799,15.0,1525.0,201292,,,Sucha M.,R,,SVK,26.5160848734,133.0,239.0,2-6 6-1 6-2,3,R128,,4.0,1.0,78.0,47.0,30.0,18.0,,6.0,9.0,0.0,3.0,65.0,44.0,20.0,12.0,,3.0,8.0
753,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Pratt N.,Pennetta F.,45.0,67.0,530.75,415.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,4.5,1.16,3.7,1.25,4.0,1.22,4.68,1.245,4.1,1.22,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,51,200036,,,Pratt N.,R,,AUS,34.2286105407,45.0,530.0,201355,,,Pennetta F.,R,172.0,ITA,25.2511978097,67.0,415.0,7-6(3) 6-2,3,R128,,1.0,1.0,67.0,50.0,33.0,8.0,,3.0,6.0,0.0,3.0,61.0,38.0,20.0,10.0,,3.0,8.0
754,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Schruff J.,103.0,114.0,305.5,274.75,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,1.9,1.85,1.95,1.8,2.21,1.763,1.97,1.8,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,62,201485,,Q,Kudryavtseva A.,R,,RUS,19.5646817248,103.0,305.0,201361,,,Schruff J.,R,,GER,24.7802874743,114.0,274.0,6-1 6-4,3,R128,,1.0,2.0,65.0,45.0,31.0,10.0,,10.0,11.0,0.0,0.0,41.0,34.0,14.0,6.0,,1.0,5.0
755,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko K.,Ondraskova Z.,47.0,100.0,517.5,308.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.5,1.33,3.15,1.375,3.47,1.33,3.2,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,58,201435,,,Bondarenko K.,R,175.0,UKR,20.8021902806,47.0,517.0,201334,,,Ondraskova Z.,R,,CZE,27.0663928816,100.0,308.0,6-0 6-1,3,R128,,2.0,2.0,44.0,26.0,21.0,11.0,,1.0,1.0,0.0,3.0,41.0,26.0,11.0,5.0,,4.0,9.0
756,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Mirza S.,Brianti A.,50.0,87.0,488.0,333.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.61,2.2,1.69,2.1,1.72,2.05,1.781,2.18,1.77,2.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,34,201420,,,Mirza S.,R,153.0,IND,20.5311430527,50.0,488.0,201462,,,Brianti A.,R,,ITA,27.1430527036,87.0,333.0,6-1 6-1,3,R128,,3.0,1.0,41.0,27.0,21.0,8.0,,2.0,2.0,0.0,3.0,43.0,29.0,13.0,5.0,,5.0,10.0
757,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Muller M.,De Los Rios R.,36.0,199.0,592.0,144.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.55,2.35,1.676,2.38,1.6,2.28,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,45,201310,32.0,,Muller M.,R,,GER,24.6269678303,36.0,592.0,200709,,Q,De Los Rios R.,R,170.0,PAR,31.6960985626,199.0,144.0,6-4 6-4,3,R128,,,,,,,,,,,,,,,,,,,
758,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Mauresmo A.,Granville L.,4.0,70.0,2801.0,403.5,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11,1.03,11.0,1.04,9.25,1.04,21.0,1.05,10.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,49,200065,5.0,,Mauresmo A.,R,175.0,FRA,27.8959616701,4.0,2801.0,201281,,,Granville L.,R,175.0,USA,26.0424366872,70.0,403.0,6-0 7-5,3,R128,,1.0,3.0,50.0,30.0,23.0,10.0,,2.0,4.0,1.0,4.0,53.0,31.0,15.0,7.0,,1.0,7.0
759,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Tu M.,Oprandi R.,39.0,94.0,565.25,325.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.69,2.1,1.63,2.2,1.625,2.5,1.64,2.2,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,54,200031,,,Tu M.,R,,USA,29.3579739904,39.0,565.0,201472,,,Oprandi R.,R,,SUI,21.1635865845,94.0,325.0,6-3 6-4,3,R128,,3.0,7.0,54.0,32.0,20.0,11.0,,4.0,7.0,0.0,8.0,54.0,31.0,15.0,4.0,,3.0,10.0
760,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Williams V.,Harkleroad A.,27.0,80.0,801.0,370.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.04,10,1.04,11.0,1.05,8.5,1.059,14.5,1.05,10.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,74,200748,26.0,,Williams V.,R,185.0,USA,26.9431895962,27.0,801.0,201315,,,Harkleroad A.,R,,USA,22.0698151951,80.0,370.0,6-1 7-6(8),3,R64,,4.0,5.0,79.0,46.0,29.0,17.0,,3.0,6.0,2.0,3.0,87.0,61.0,30.0,13.0,,8.0,13.0
761,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Dementieva E.,Johansson M.,14.0,126.0,1740.0,252.5,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11,1.06,9.0,1.05,8.5,1.047,17.5,1.05,10.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,76,200108,13.0,,Dementieva E.,R,180.0,RUS,25.6153319644,14.0,1740.0,201428,,WC,Johansson M.,R,173.0,FRA,22.0807665982,126.0,252.0,7-5 7-5,3,R64,,1.0,10.0,74.0,39.0,22.0,15.0,,6.0,12.0,0.0,7.0,79.0,45.0,24.0,10.0,,7.0,15.0
762,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Santangelo M.,Tanasugarn T.,31.0,68.0,733.0,411.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7,1.08,8.0,1.1,6.25,1.102,8.79,1.12,5.8,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,66,201379,28.0,,Santangelo M.,R,181.0,ITA,25.9137577002,31.0,733.0,200009,,,Tanasugarn T.,R,165.0,THA,30.0095824778,68.0,411.0,6-3 6-2,3,R64,,6.0,3.0,62.0,46.0,30.0,7.0,,0.0,2.0,0.0,2.0,49.0,28.0,16.0,6.0,,4.0,9.0
763,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Garbin T.,Llagostera Vives N.,22.0,267.0,921.0,96.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.28,3.5,,,,,1.35,3.1,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,78,200060,19.0,,Garbin T.,R,172.0,ITA,29.9082819986,22.0,921.0,201291,,,Llagostera Vives N.,R,156.0,ESP,27.0308008214,267.0,96.0,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,
764,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Bammer S.,Savchuk O.,25.0,136.0,866.0,232.5,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4,1.3,3.35,1.26,3.6,1.314,3.88,1.23,4.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,67,201446,20.0,,Bammer S.,L,174.0,AUT,27.0828199863,25.0,866.0,201456,,Q,Savchuk O.,R,175.0,UKR,19.6851471595,136.0,232.0,6-0 6-3,3,R64,,,,,,,,,,,,,,,,,,,
765,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Krajicek M.,Perry S.,40.0,71.0,550.0,392.0,6.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.14,5,1.22,4.0,1.2,4.2,1.181,6.03,1.18,4.6,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,71,201414,,,Krajicek M.,R,177.0,NED,18.379192334,40.0,550.0,201375,,,Perry S.,R,,USA,22.8911704312,71.0,392.0,6-4 5-7 6-1,3,R64,,3.0,5.0,81.0,50.0,37.0,18.0,,2.0,4.0,7.0,4.0,96.0,54.0,35.0,19.0,,6.0,11.0
766,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Safina D.,Obziler T.,11.0,95.0,1798.0,325.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.04,10,1.08,8.0,1.06,7.91,1.07,12.75,1.04,11.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,69,201336,10.0,,Safina D.,R,182.0,RUS,21.0841889117,11.0,1798.0,200014,,,Obziler T.,R,,ISR,34.1054072553,95.0,325.0,6-1 6-0,3,R64,,2.0,2.0,36.0,23.0,17.0,10.0,,1.0,1.0,0.0,1.0,40.0,30.0,10.0,3.0,,3.0,9.0
767,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Schiavone F.,Bacsinszky T.,28.0,125.0,796.0,254.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.57,2.25,1.53,2.4,1.63,2.2,1.746,2.24,1.7,2.1,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,70,201212,23.0,,Schiavone F.,R,166.0,ITA,26.9267624914,28.0,796.0,201490,,Q,Bacsinszky T.,R,,SUI,17.9685147159,125.0,254.0,6-3 7-6(5),3,R64,,3.0,4.0,96.0,52.0,34.0,18.0,,14.0,18.0,0.0,2.0,78.0,50.0,25.0,14.0,,4.0,10.0
768,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Stosur S.,Kirilenko M.,30.0,44.0,767.0,541.0,6.0,1.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,1.44,2.62,1.48,2.55,1.5,2.5,1.588,2.6,1.45,2.65,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,79,201325,27.0,,Stosur S.,R,172.0,AUS,23.1594798084,30.0,767.0,201373,,,Kirilenko M.,R,173.0,RUS,20.3367556468,44.0,541.0,6-1 3-6 7-5,3,R64,,4.0,1.0,98.0,55.0,41.0,19.0,,10.0,13.0,6.0,4.0,77.0,55.0,39.0,9.0,,3.0,8.0
769,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Bartoli M.,Petkovic A.,21.0,150.0,981.0,205.75,0.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.22,4,1.22,4.0,,,,,1.25,3.8,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,75,201294,18.0,,Bartoli M.,R,170.0,FRA,22.6502395619,21.0,981.0,201492,,Q,Petkovic A.,R,180.0,GER,19.7152635181,150.0,205.0,0-6 6-2 6-3,3,R64,,1.0,2.0,69.0,48.0,28.0,13.0,,6.0,9.0,4.0,3.0,76.0,54.0,36.0,9.0,,3.0,7.0
770,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Jankovic J.,Castano C.,5.0,99.0,2727.0,311.5,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.01,13,1.06,9.0,1.03,10.0,1.025,28.5,1.02,16.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,73,201347,4.0,,Jankovic J.,R,177.0,SRB,22.2422997947,5.0,2727.0,201293,,,Castano C.,R,171.0,COL,27.8904859685,99.0,311.0,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,
771,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Henin J.,Paszek T.,1.0,72.0,4119.0,391.75,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12,1.03,11.0,1.02,13.0,1.024,30.56,1.03,12.0,2007-W-SL-FRA-01A-2007,French Open,Clay,128,G,2007-05-30,65,200003,1.0,,Henin J.,R,167.0,BEL,24.9883641342,1.0,4119.0,201481,,,Paszek T.,R,165.0,AUT,16.4736481862,72.0,391.0,7-5 6-1,3,R64,,5.0,4.0,61.0,33.0,25.0,12.0,,3.0,6.0,1.0,5.0,59.0,43.0,21.0,5.0,,4.0,10.0
